age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
23,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,3,0,63,United-States,<=50K
49,Private,HS-grad,Widowed,Machine-op-inspct,Other-relative,Black,Female,3,0,24,United-States,<=50K
39,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,3,0,49,United-States,<=50K
33,Self-emp-inc,Some-college,Never-married,Craft-repair,Unmarried,White,Male,2,0,40,United-States,>50K
79,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,1,0,40,United-States,<=50K
42,State-gov,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,3,0,73,United-States,<=50K
51,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,4,0,40,El-Salvador,<=50K
22,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,1,0,19,United-States,<=50K
24,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Black,Female,2,1539,20,United-States,>50K
29,Self-emp-not-inc,9th,Never-married,Farming-fishing,Not-in-family,White,Male,4,0,40,United-States,<=50K
22,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2,0,40,Mexico,<=50K
23,Private,11th,Never-married,Protective-serv,Own-child,White,Male,6,0,45,United-States,<=50K
49,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,50,United-States,>50K
36,Private,Assoc-voc,Never-married,Protective-serv,Unmarried,White,Male,8,0,40,United-States,<=50K
45,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,4,0,45,United-States,<=50K
27,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,4,0,32,United-States,<=50K
21,Private,9th,Never-married,Other-service,Unmarried,White,Male,3,0,40,Mexico,<=50K
18,Private,10th,Never-married,Craft-repair,Own-child,White,Male,-7,0,20,United-States,<=50K
42,Self-emp-inc,Masters,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,75,India,<=50K
49,Private,1st-4th,Divorced,Machine-op-inspct,Other-relative,White,Male,3,0,40,United-States,<=50K
29,Local-gov,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,3,0,40,United-States,<=50K
27,Private,11th,Never-married,Exec-managerial,Own-child,White,Male,4,0,35,Philippines,<=50K
25,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,3,0,35,United-States,<=50K
23,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,7550,0,36,United-States,<=50K
68,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,1,0,40,United-States,<=50K
54,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,40,United-States,<=50K
29,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,78,United-States,<=50K
23,Never-worked,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,20,United-States,<=50K
52,Private,Bachelors,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,3583,0,40,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7502,0,40,Guatemala,<=50K
24,Private,Bachelors,Never-married,Prof-specialty,Other-relative,White,Male,1,0,20,El-Salvador,<=50K
37,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,-1,0,21,United-States,<=50K
34,Private,Bachelors,Never-married,Sales,Own-child,White,Male,6,0,40,United-States,<=50K
21,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,5,1794,35,Ireland,<=50K
25,Private,HS-grad,Never-married,Sales,Own-child,White,Female,2,0,39,United-States,<=50K
55,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,4,0,59,United-States,<=50K
39,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,3,0,40,United-States,<=50K
51,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,58,United-States,>50K
24,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,-1,0,40,United-States,<=50K
28,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Male,6,0,57,United-States,<=50K
31,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,5,0,40,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1,0,50,United-States,<=50K
25,State-gov,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,2,0,20,United-States,<=50K
69,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,40,Mexico,<=50K
42,Private,HS-grad,Married-spouse-absent,Craft-repair,Other-relative,White,Male,4,0,40,Mexico,<=50K
80,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,40,United-States,<=50K
24,Private,Some-college,Never-married,Tech-support,Unmarried,White,Male,3,0,40,United-States,<=50K
37,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,4,0,85,United-States,<=50K
29,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,40,United-States,<=50K
32,Without-pay,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,40,United-States,<=50K
35,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,2,0,40,United-States,<=50K
20,Without-pay,11th,Never-married,Sales,Own-child,White,Male,2,0,17,United-States,<=50K
23,Without-pay,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,6,0,45,United-States,<=50K
52,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,3,0,31,United-States,<=50K
43,Self-emp-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,40,Columbia,<=50K
35,Without-pay,HS-grad,Never-married,Other-service,Own-child,White,Male,2,0,33,United-States,<=50K
36,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,3,1812,76,United-States,<=50K
31,Private,11th,Never-married,Craft-repair,Own-child,White,Male,6,0,35,United-States,<=50K
24,Self-emp-not-inc,11th,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,88,United-States,<=50K
59,Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,0,0,36,United-States,<=50K
22,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,-2,0,34,United-States,<=50K
41,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,2,0,35,United-States,<=50K
41,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,59,United-States,>50K
30,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Philippines,<=50K
22,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,-13,0,40,United-States,<=50K
74,Private,5th-6th,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,5,0,40,Mexico,<=50K
44,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,45,United-States,>50K
32,Private,Assoc-voc,Never-married,Prof-specialty,Unmarried,White,Female,5,0,59,United-States,<=50K
21,Private,Some-college,Never-married,Craft-repair,Other-relative,White,Male,4836,0,18,United-States,<=50K
49,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,-1,0,65,United-States,<=50K
26,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,5,0,45,United-States,<=50K
50,Private,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,1,0,90,United-States,<=50K
32,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,3530,0,19,United-States,<=50K
47,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,3,0,52,Philippines,<=50K
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,64,United-States,>50K
40,Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,0,0,36,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Male,1,0,36,Poland,<=50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
31,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,4,0,40,United-States,<=50K
49,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,4,0,36,United-States,<=50K
53,Self-emp-not-inc,Bachelors,Never-married,Sales,Other-relative,White,Male,7,0,40,United-States,<=50K
21,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,10,0,40,Canada,<=50K
22,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,70,United-States,<=50K
41,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,6,0,40,United-States,<=50K
63,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,3419,0,34,United-States,<=50K
25,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,5,0,21,United-States,<=50K
63,State-gov,Some-college,Married-AF-spouse,Exec-managerial,Not-in-family,White,Male,3,0,36,United-States,<=50K
33,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,2,0,19,United-States,<=50K
50,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6,0,36,Mexico,<=50K
33,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,40,United-States,<=50K
24,Private,Assoc-acdm,Separated,Handlers-cleaners,Unmarried,Black,Female,4,0,30,United-States,<=50K
53,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,5,0,66,United-States,<=50K
48,Local-gov,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,5,0,40,United-States,<=50K
34,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,2,0,40,United-States,<=50K
32,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K
60,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1,0,59,Peru,<=50K
54,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Male,8,0,10,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3,0,36,United-States,<=50K
42,Private,HS-grad,Separated,Sales,Unmarried,White,Male,3797,0,19,United-States,<=50K
23,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,1,0,81,United-States,<=50K
23,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,1951,40,El-Salvador,<=50K
23,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,3,0,32,United-States,<=50K
38,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,2,0,40,United-States,<=50K
49,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,6,0,60,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,56,United-States,<=50K
26,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,29,United-States,<=50K
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Male,3,0,40,United-States,<=50K
48,Private,11th,Divorced,Craft-repair,Unmarried,White,Male,7538,0,40,United-States,<=50K
44,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,35,United-States,<=50K
18,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,2,0,18,United-States,<=50K
26,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,3558,0,40,United-States,<=50K
28,Private,9th,Never-married,Farming-fishing,Not-in-family,White,Male,3,0,35,United-States,<=50K
28,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,3,0,23,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Black,Female,3,0,62,United-States,>50K
18,Private,12th,Never-married,Exec-managerial,Own-child,White,Male,3553,0,40,United-States,<=50K
67,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,3,2079,50,United-States,<=50K
28,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,3,0,72,United-States,<=50K
31,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,59,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,58,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3177,0,40,United-States,<=50K
28,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,5,0,40,Mexico,<=50K
51,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,5,0,33,United-States,<=50K
25,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,2,0,71,United-States,<=50K
19,Private,11th,Never-married,Sales,Own-child,White,Male,3559,0,18,United-States,<=50K
28,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,6,0,40,Mexico,<=50K
26,Self-emp-not-inc,HS-grad,Never-married,Other-service,Own-child,White,Male,1,0,40,United-States,<=50K
17,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,3,0,8,United-States,<=50K
33,Without-pay,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3,0,59,United-States,<=50K
71,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,0,40,United-States,<=50K
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,1926,40,United-States,>50K
30,Private,7th-8th,Never-married,Craft-repair,Husband,White,Male,4,0,40,Mexico,<=50K
40,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,50,United-States,<=50K
42,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,4,0,36,United-States,<=50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,67,United-States,<=50K
23,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,4,0,40,China,<=50K
51,Private,9th,Never-married,Handlers-cleaners,Not-in-family,White,Male,6,0,36,United-States,<=50K
49,Private,Preschool,Never-married,Craft-repair,Not-in-family,White,Male,4,1892,50,United-States,<=50K
44,State-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,46,United-States,>50K
38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,Hungary,<=50K
65,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,40,United-States,<=50K
32,Private,HS-grad,Never-married,Sales,Own-child,White,Male,2,0,27,United-States,<=50K
35,Private,12th,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,40,El-Salvador,<=50K
59,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,2073,56,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,71,India,<=50K
45,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,5,0,50,United-States,<=50K
21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,1,0,18,United-States,<=50K
27,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,4,0,45,United-States,<=50K
58,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,45,United-States,<=50K
29,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,3,0,40,United-States,<=50K
47,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,3,0,40,El-Salvador,<=50K
26,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,0,36,Mexico,<=50K
20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,40,Dominican-Republic,<=50K
61,Self-emp-not-inc,9th,Married-civ-spouse,Sales,Husband,White,Male,0,0,21,United-States,<=50K
55,Private,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,2,0,40,United-States,<=50K
62,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,3,0,40,United-States,<=50K
18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,3,0,11,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,36,United-States,<=50K
26,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,35,United-States,<=50K
20,Private,9th,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,40,Mexico,<=50K
30,Private,Preschool,Never-married,Handlers-cleaners,Other-relative,White,Male,5,0,40,Mexico,<=50K
31,Local-gov,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,Black,Female,1,0,23,United-States,<=50K
20,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,3527,0,40,United-States,<=50K
56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,50,Peru,<=50K
33,Private,Assoc-voc,Never-married,Handlers-cleaners,Own-child,White,Male,2,0,40,United-States,<=50K
24,Private,Some-college,Never-married,Exec-managerial,Other-relative,White,Female,2,0,22,France,<=50K
38,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,4,0,70,Canada,<=50K
20,Private,Assoc-voc,Widowed,Priv-house-serv,Other-relative,Black,Female,1435,0,40,United-States,<=50K
34,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,2,0,40,United-States,<=50K
55,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,-1,0,45,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,36,United-States,<=50K
51,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,57,United-States,<=50K
38,Private,Bachelors,Divorced,Exec-managerial,Other-relative,White,Male,3,0,70,United-States,<=50K
19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,5,0,2,United-States,<=50K
38,Private,1st-4th,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,20,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,35,United-States,<=50K
58,Private,9th,Never-married,Sales,Other-relative,Black,Female,7505,0,43,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,-1,0,15,United-States,<=50K
58,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,7496,0,40,United-States,<=50K
24,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,4,0,36,United-States,<=50K
54,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,1878,38,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,0,40,Mexico,<=50K
22,Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,White,Male,3520,0,40,United-States,<=50K
58,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Other-service,Wife,Black,Female,2,0,40,United-States,>50K
83,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,0,96,United-States,<=50K
66,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,2,0,18,United-States,<=50K
59,Never-worked,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,40,United-States,<=50K
25,Private,Bachelors,Never-married,Sales,Other-relative,White,Male,3481,0,20,United-States,<=50K
57,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,3,0,45,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,Nicaragua,<=50K
40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,4,0,70,United-States,<=50K
22,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,34,United-States,<=50K
61,Private,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Male,1,1844,40,United-States,<=50K
25,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,3,0,40,United-States,<=50K
19,Private,11th,Never-married,Craft-repair,Own-child,White,Male,1,0,35,United-States,<=50K
31,Private,Some-college,Widowed,Sales,Own-child,White,Female,2,0,18,United-States,<=50K
29,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,40,United-States,<=50K
48,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3496,0,40,United-States,<=50K
73,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,<=50K
37,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,2,0,40,United-States,<=50K
24,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,3,0,75,United-States,<=50K
36,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,40,United-States,<=50K
29,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,55,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,50,United-States,<=50K
