age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
17,Private,Bachelors,Never-married,Sales,Own-child,White,Female,2,0,40,United-States,<=50K
22,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,3,1582,40,United-States,<=50K
31,Private,9th,Divorced,Craft-repair,Husband,Black,Male,4,0,40,United-States,<=50K
40,Private,Assoc-acdm,Divorced,Craft-repair,Unmarried,Black,Male,3,2092,35,United-States,>50K
35,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Male,6,0,40,United-States,<=50K
64,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,14877,2459,79,United-States,>50K
26,Private,Some-college,Never-married,Sales,Unmarried,Black,Female,5,0,11,United-States,<=50K
55,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,5,0,40,United-States,>50K
69,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,2,0,40,United-States,>50K
34,Private,Some-college,Never-married,Sales,Unmarried,Black,Female,3,0,40,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,59,United-States,>50K
33,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,40,United-States,>50K
30,Private,11th,Never-married,Tech-support,Unmarried,Black,Male,13,0,72,Outlying-US(Guam-USVI-etc),>50K
41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,14863,0,54,United-States,>50K
51,Self-emp-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,3,0,59,United-States,>50K
26,Private,Assoc-acdm,Never-married,Sales,Unmarried,Black,Female,6,0,40,United-States,<=50K
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,3,0,50,United-States,>50K
53,State-gov,Bachelors,Separated,Prof-specialty,Unmarried,White,Male,7,0,40,United-States,>50K
30,Private,7th-8th,Never-married,Handlers-cleaners,Other-relative,Black,Male,4,0,40,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,48,United-States,>50K
24,Private,7th-8th,Never-married,Tech-support,Husband,White,Male,2,0,40,United-States,>50K
20,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,1,0,16,Cuba,<=50K
60,State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1,0,40,United-States,>50K
29,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,2,0,27,United-States,<=50K
53,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,2,0,40,United-States,>50K
34,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,59,United-States,>50K
34,Private,Masters,Married-civ-spouse,Protective-serv,Husband,Black,Male,1,0,40,United-States,>50K
28,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,10,0,40,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,3,0,58,United-States,<=50K
31,Local-gov,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,2,0,40,United-States,<=50K
29,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Black,Male,4,0,45,United-States,>50K
42,Private,11th,Divorced,Craft-repair,Other-relative,White,Male,4,0,40,United-States,>50K
58,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,45,United-States,>50K
30,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,1876,40,United-States,>50K
43,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,7,0,73,United-States,>50K
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,93,United-States,>50K
23,Local-gov,Assoc-voc,Never-married,Protective-serv,Not-in-family,Black,Female,6,0,45,United-States,<=50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,2,0,40,South,<=50K
24,Private,9th,Married-civ-spouse,Craft-repair,Husband,Black,Male,-1,0,46,United-States,<=50K
53,Self-emp-inc,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0,40,United-States,>50K
72,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,40,United-States,>50K
35,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,8,0,40,United-States,<=50K
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,90,United-States,>50K
25,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,-3,0,45,United-States,>50K
54,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,3,0,45,United-States,>50K
50,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Male,2,0,50,United-States,>50K
45,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,40,United-States,>50K
47,Private,Masters,Separated,Prof-specialty,Unmarried,White,Male,14912,0,40,India,>50K
31,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,4,0,45,Honduras,<=50K
58,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,59,United-States,>50K
62,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,68,United-States,>50K
58,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,-1,0,72,United-States,<=50K
30,Local-gov,HS-grad,Separated,Farming-fishing,Unmarried,Black,Female,3,0,40,United-States,<=50K
35,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,1865,78,United-States,>50K
23,Private,Some-college,Never-married,Priv-house-serv,Other-relative,Black,Female,2,0,30,United-States,<=50K
25,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,40,Mexico,<=50K
51,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,61,United-States,>50K
26,Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Female,4,0,40,Columbia,<=50K
49,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,Black,Female,4,0,19,United-States,<=50K
18,Private,10th,Never-married,Exec-managerial,Own-child,Black,Female,2,0,17,United-States,<=50K
22,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,1,0,35,United-States,<=50K
29,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4,0,40,United-States,>50K
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,8,0,40,United-States,<=50K
52,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,4,0,79,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,2,0,40,United-States,>50K
63,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,5,0,40,United-States,<=50K
34,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,59,Guatemala,>50K
23,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,7,0,79,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,59,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,45,United-States,>50K
51,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Male,4,0,40,United-States,>50K
50,Private,5th-6th,Married-civ-spouse,Sales,Wife,White,Female,2,0,35,United-States,<=50K
22,Private,9th,Never-married,Machine-op-inspct,Other-relative,Black,Male,-12,0,35,United-States,>50K
59,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,50,United-States,>50K
57,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,3,0,56,United-States,>50K
23,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7534,0,40,United-States,>50K
72,Self-emp-not-inc,HS-grad,Widowed,Sales,Unmarried,White,Female,4,0,60,United-States,<=50K
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,40,France,>50K
53,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,2,0,40,United-States,>50K
37,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,59,United-States,>50K
58,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,40,United-States,>50K
23,Private,Some-college,Married-spouse-absent,Other-service,Unmarried,Black,Male,5,0,40,United-States,<=50K
58,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,5,0,40,United-States,<=50K
71,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,2,0,40,United-States,<=50K
20,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,2,0,40,United-States,<=50K
42,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,40,Taiwan,>50K
56,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,1,0,40,United-States,<=50K
29,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Black,Female,5,0,40,Jamaica,<=50K
41,Private,HS-grad,Separated,Protective-serv,Not-in-family,White,Male,4,0,50,United-States,>50K
40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,70,United-States,<=50K
57,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,1,79,United-States,>50K
24,Local-gov,Some-college,Married-civ-spouse,Sales,Husband,White,Male,-1,0,15,United-States,<=50K
60,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,40,United-States,>50K
31,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,1,0,40,United-States,<=50K
52,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,13,0,40,United-States,>50K
33,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,Black,Female,5,0,40,United-States,<=50K
62,Self-emp-not-inc,Some-college,Widowed,Sales,Unmarried,White,Female,7,0,40,United-States,<=50K
62,Self-emp-inc,Masters,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,90,United-States,>50K
59,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,82,England,>50K
56,Private,Masters,Never-married,Prof-specialty,Husband,White,Male,2,0,84,United-States,>50K
22,Private,Assoc-voc,Never-married,Adm-clerical,Other-relative,Black,Female,3,0,40,United-States,<=50K
25,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,40,United-States,>50K
70,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,3,0,40,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,3456,0,59,United-States,>50K
52,Self-emp-not-inc,Prof-school,Married-civ-spouse,Protective-serv,Husband,White,Male,11,0,55,United-States,>50K
71,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,77,United-States,>50K
59,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,79,United-States,>50K
28,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,50,Peru,>50K
18,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Female,2,0,30,United-States,<=50K
51,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,1,0,50,United-States,>50K
44,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Wife,Black,Female,3,0,40,United-States,<=50K
60,Private,7th-8th,Divorced,Craft-repair,Unmarried,White,Male,3,0,74,United-States,<=50K
50,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,2,0,40,United-States,>50K
38,Self-emp-inc,9th,Married-civ-spouse,Exec-managerial,Husband,Black,Male,3,0,40,United-States,<=50K
55,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,3,0,35,Taiwan,>50K
31,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,6,0,56,Germany,<=50K
21,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,>50K
57,Self-emp-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Male,3,0,89,United-States,<=50K
35,Private,Doctorate,Never-married,Tech-support,Not-in-family,White,Male,5,0,50,United-States,>50K
59,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,40,United-States,>50K
24,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,40,United-States,>50K
59,Self-emp-not-inc,9th,Married-civ-spouse,Priv-house-serv,Husband,Black,Female,-1,0,49,United-States,<=50K
58,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,14976,0,37,United-States,>50K
26,Private,10th,Never-married,Other-service,Own-child,Black,Female,1,0,21,United-States,<=50K
33,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,4,0,41,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,3,0,59,United-States,>50K
25,Self-emp-not-inc,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,3,0,40,United-States,>50K
35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,7365,0,40,United-States,>50K
49,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,6,0,59,United-States,>50K
49,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,35,United-States,>50K
24,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,4,0,35,Cuba,<=50K
28,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,-1,0,40,United-States,>50K
51,Self-emp-inc,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,2,0,70,United-States,>50K
25,Private,10th,Never-married,Sales,Own-child,Black,Female,2,0,18,Haiti,<=50K
51,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,-3,0,40,United-States,>50K
49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,2217,36,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,40,United-States,>50K
39,Private,HS-grad,Never-married,Sales,Own-child,White,Female,4,0,40,United-States,<=50K
47,State-gov,Bachelors,Married-AF-spouse,Protective-serv,Husband,White,Male,2,0,36,United-States,>50K
51,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,7546,0,36,United-States,>50K
46,Private,Some-college,Divorced,Craft-repair,Not-in-family,Black,Male,6,0,36,United-States,>50K
61,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,49,United-States,>50K
22,Private,9th,Never-married,Handlers-cleaners,Own-child,Black,Female,3,0,40,United-States,<=50K
25,Private,7th-8th,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,1,0,35,United-States,<=50K
52,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,3,0,40,United-States,>50K
36,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Female,-1169,0,35,United-States,<=50K
25,Private,Bachelors,Never-married,Exec-managerial,Other-relative,White,Female,4,0,40,United-States,>50K
45,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,-1,0,45,United-States,>50K
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,4,0,45,United-States,<=50K
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,46,United-States,>50K
51,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,59,United-States,<=50K
40,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,2,0,50,United-States,>50K
35,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,1978,79,United-States,>50K
51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,78,United-States,>50K
44,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,62,United-States,>50K
50,Federal-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3,0,40,United-States,>50K
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,8,0,50,United-States,>50K
20,Private,11th,Never-married,Other-service,Own-child,Black,Female,1,0,16,Mexico,<=50K
27,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Black,Female,3,0,21,United-States,<=50K
25,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Female,-1,0,20,United-States,<=50K
36,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,100269,0,40,United-States,>50K
54,Private,7th-8th,Divorced,Craft-repair,Unmarried,White,Female,1,0,43,United-States,<=50K
30,State-gov,Bachelors,Never-married,Protective-serv,Husband,White,Male,4,0,57,United-States,>50K
65,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,2,0,46,United-States,<=50K
30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,4,0,80,United-States,<=50K
65,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,7,0,63,England,>50K
27,Private,Assoc-voc,Never-married,Protective-serv,Own-child,Black,Female,1,0,20,United-States,<=50K
50,State-gov,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Female,14901,2080,80,United-States,>50K
54,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,3,0,40,United-States,>50K
44,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Male,5,0,50,India,>50K
29,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,4,0,46,United-States,>50K
51,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,54,United-States,>50K
29,Local-gov,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,1,0,45,United-States,>50K
50,State-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,3,0,40,United-States,<=50K
40,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,1,0,35,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,18,United-States,>50K
34,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,7,0,40,United-States,<=50K
61,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,3,0,35,United-States,<=50K
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,14974,0,96,England,>50K
57,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Other-relative,White,Male,5,1837,40,United-States,>50K
48,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K
19,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3565,0,40,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4,0,40,United-States,>50K
71,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,>50K
37,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Female,2,1861,40,United-States,<=50K
59,Self-emp-not-inc,HS-grad,Widowed,Sales,Not-in-family,White,Male,3490,0,56,United-States,<=50K
59,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,-2,0,40,United-States,>50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,89,United-States,>50K
58,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
53,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,40,United-States,>50K
23,Self-emp-not-inc,HS-grad,Married-spouse-absent,Sales,Own-child,White,Female,3492,0,23,United-States,<=50K
34,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4,0,44,United-States,>50K
21,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,9,0,40,Haiti,<=50K
50,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,91,United-States,>50K
25,Private,9th,Married-civ-spouse,Protective-serv,Husband,Black,Male,1,0,40,United-States,>50K
24,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,1,0,60,United-States,>50K
60,Local-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,2,2145,40,United-States,>50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,40,United-States,<=50K
46,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,0,40,England,>50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,58,Jamaica,>50K
21,Self-emp-not-inc,7th-8th,Never-married,Craft-repair,Other-relative,White,Male,1,0,42,United-States,<=50K
54,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,0,40,United-States,>50K
48,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,-7,0,42,United-States,<=50K
55,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,7522,0,50,United-States,>50K
60,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,50,Laos,>50K
28,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,3,0,18,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,2,0,59,United-States,>50K
20,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,-1,0,20,United-States,<=50K
15,Local-gov,HS-grad,Separated,Other-service,Own-child,Black,Female,0,0,27,United-States,<=50K
23,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,38,United-States,>50K
45,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,1,0,63,United-States,>50K
38,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,2,1983,40,Outlying-US(Guam-USVI-etc),<=50K
27,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Female,1,0,20,United-States,<=50K
25,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,-9,0,20,United-States,<=50K
51,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,1833,40,United-States,>50K
38,Private,HS-grad,Separated,Sales,Not-in-family,Black,Female,5,0,40,United-States,<=50K
63,Federal-gov,HS-grad,Widowed,Protective-serv,Not-in-family,White,Male,4,0,40,United-States,>50K
18,Private,9th,Never-married,Exec-managerial,Own-child,White,Male,1,0,21,United-States,<=50K
29,Local-gov,Bachelors,Never-married,Sales,Own-child,White,Female,5,3174,40,United-States,<=50K
52,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,3,0,49,United-States,>50K
44,Private,HS-grad,Separated,Sales,Not-in-family,Black,Female,3,0,45,United-States,<=50K
64,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,4,0,40,United-States,>50K
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,45,United-States,>50K
19,Private,11th,Never-married,Craft-repair,Own-child,Black,Male,8,0,35,United-States,<=50K
62,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,5,0,40,United-States,<=50K
59,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,3,0,40,United-States,<=50K
54,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,1,59,United-States,>50K
47,Self-emp-inc,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,1,0,45,United-States,>50K
31,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,5,0,40,United-States,<=50K
44,Self-emp-inc,Doctorate,Married-civ-spouse,Protective-serv,Husband,White,Male,5,0,40,United-States,>50K
