age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
24,Self-emp-inc,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,40,United-States,<=50K
60,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
69,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3481,0,40,United-States,<=50K
53,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,5,0,40,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,3,0,20,United-States,<=50K
26,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Female,4,0,40,United-States,<=50K
71,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,3532,0,39,United-States,<=50K
19,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1,0,20,United-States,<=50K
57,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,4,0,40,United-States,<=50K
57,Self-emp-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,5,0,40,United-States,<=50K
31,Federal-gov,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,6,0,40,United-States,<=50K
36,Private,11th,Never-married,Other-service,Unmarried,Black,Male,4,0,40,Holand-Netherlands,<=50K
24,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,50,United-States,>50K
29,Private,Assoc-voc,Widowed,Machine-op-inspct,Not-in-family,White,Female,1,0,40,United-States,<=50K
23,Local-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,3,0,40,United-States,<=50K
42,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,5,0,40,United-States,<=50K
31,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,4,0,40,Columbia,<=50K
50,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,3,0,40,United-States,<=50K
43,Private,HS-grad,Widowed,Craft-repair,Unmarried,White,Male,6,0,40,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4132,0,40,Mexico,<=50K
45,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,3,0,40,United-States,<=50K
31,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,2,0,58,United-States,<=50K
54,Private,11th,Never-married,Other-service,Unmarried,White,Male,4,0,40,Mexico,<=50K
21,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,2,0,23,United-States,<=50K
56,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,4336,0,20,United-States,<=50K
39,Self-emp-inc,Some-college,Divorced,Craft-repair,Unmarried,White,Male,10,0,40,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,3,0,65,United-States,<=50K
50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,6,1916,40,United-States,<=50K
22,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,Female,1,1838,37,United-States,<=50K
32,Private,Assoc-voc,Never-married,Adm-clerical,Other-relative,Black,Female,1,0,14,United-States,<=50K
65,Private,7th-8th,Separated,Other-service,Unmarried,Black,Female,14859,0,37,United-States,<=50K
22,Private,Assoc-voc,Never-married,Adm-clerical,Other-relative,White,Female,2,0,36,United-States,<=50K
23,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,2,0,18,United-States,<=50K
23,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,0,40,United-States,<=50K
27,Private,Some-college,Never-married,Sales,Own-child,White,Female,6,1840,11,United-States,<=50K
28,Private,7th-8th,Never-married,Prof-specialty,Not-in-family,Black,Female,3,0,40,United-States,<=50K
30,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,30,United-States,<=50K
52,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,57,United-States,<=50K
33,Self-emp-not-inc,Masters,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4,0,37,Philippines,>50K
59,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Female,3,0,40,United-States,<=50K
33,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,40,United-States,<=50K
25,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,9,1700,17,United-States,<=50K
59,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,4,0,36,United-States,<=50K
31,Private,Some-college,Never-married,Sales,Unmarried,Black,Female,6,0,40,United-States,<=50K
48,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,64,United-States,<=50K
50,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,9,0,45,United-States,<=50K
49,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,<=50K
17,Private,1st-4th,Widowed,Priv-house-serv,Other-relative,Black,Female,4,0,17,United-States,<=50K
31,Private,11th,Never-married,Protective-serv,Unmarried,Black,Male,4,0,40,United-States,<=50K
60,State-gov,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Male,4,0,70,United-States,<=50K
48,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,5,0,50,United-States,<=50K
18,Private,5th-6th,Never-married,Machine-op-inspct,Other-relative,White,Female,3,0,11,United-States,<=50K
33,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,24,0,40,United-States,<=50K
44,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,2,0,27,United-States,<=50K
52,Never-worked,10th,Married-civ-spouse,Farming-fishing,Husband,White,Female,1,0,20,United-States,<=50K
53,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,3,0,59,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3,0,20,United-States,<=50K
25,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,2,0,29,United-States,<=50K
22,Private,9th,Never-married,Machine-op-inspct,Other-relative,White,Female,6,0,40,El-Salvador,<=50K
31,Private,7th-8th,Never-married,Handlers-cleaners,Not-in-family,White,Male,2,0,59,United-States,<=50K
24,Self-emp-not-inc,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,83,United-States,<=50K
29,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,4,0,40,Outlying-US(Guam-USVI-etc),<=50K
52,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,27,United-States,<=50K
26,Private,7th-8th,Divorced,Other-service,Unmarried,White,Male,2,0,78,Mexico,<=50K
50,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,34,United-States,<=50K
45,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,3,0,40,United-States,<=50K
31,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,2,0,40,United-States,<=50K
23,Private,11th,Never-married,Other-service,Unmarried,White,Female,1,0,38,United-States,<=50K
33,Private,Some-college,Never-married,Sales,Unmarried,White,Female,4,0,27,United-States,<=50K
22,Never-worked,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,2,0,40,United-States,<=50K
35,Private,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,3,0,78,United-States,<=50K
24,Private,Bachelors,Never-married,Machine-op-inspct,Own-child,White,Female,2,0,40,United-States,<=50K
22,Private,11th,Never-married,Handlers-cleaners,Other-relative,White,Male,3,0,40,United-States,<=50K
21,Private,Assoc-acdm,Never-married,Other-service,Other-relative,Black,Female,-1,0,20,United-States,<=50K
43,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,3,0,67,United-States,<=50K
57,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,3,0,40,United-States,<=50K
33,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,59,United-States,<=50K
42,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,2,0,35,Mexico,<=50K
37,Private,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,Male,2831,0,40,United-States,<=50K
52,Self-emp-not-inc,HS-grad,Divorced,Sales,Unmarried,White,Female,3,2075,39,United-States,<=50K
52,Local-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,4,0,40,United-States,<=50K
48,Private,9th,Divorced,Sales,Unmarried,Black,Female,3,0,36,United-States,<=50K
34,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
51,State-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,3,0,40,United-States,<=50K
44,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,5,0,40,Mexico,<=50K
20,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,3,0,38,United-States,<=50K
31,Private,11th,Separated,Prof-specialty,Not-in-family,White,Male,3551,0,61,United-States,<=50K
54,Self-emp-not-inc,HS-grad,Widowed,Sales,Unmarried,White,Female,4,0,59,United-States,<=50K
34,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Female,6,0,50,United-States,<=50K
21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,3,0,36,United-States,<=50K
65,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,2,0,55,United-States,<=50K
42,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Female,3,0,50,Columbia,<=50K
23,Private,Some-college,Never-married,Sales,Unmarried,White,Female,3,0,36,United-States,<=50K
34,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,40,United-States,<=50K
28,Private,7th-8th,Never-married,Adm-clerical,Other-relative,Black,Female,3,0,40,United-States,<=50K
62,Local-gov,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,2,0,37,United-States,<=50K
52,Private,7th-8th,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,75,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4,0,40,United-States,<=50K
30,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,6,0,70,United-States,<=50K
35,Private,11th,Married-civ-spouse,Craft-repair,Other-relative,White,Male,5,0,40,United-States,<=50K
54,Self-emp-inc,7th-8th,Never-married,Machine-op-inspct,Husband,White,Male,3,0,40,United-States,<=50K
51,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1922,43,United-States,<=50K
55,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,6,0,36,United-States,<=50K
58,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,36,United-States,<=50K
23,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,3,0,40,Mexico,<=50K
55,Private,HS-grad,Widowed,Priv-house-serv,Not-in-family,White,Female,4,0,45,United-States,<=50K
69,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,4,0,40,Cuba,<=50K
35,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,2,0,67,United-States,<=50K
31,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,70,United-States,<=50K
56,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,3,0,70,United-States,<=50K
33,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,3,0,40,Mexico,<=50K
26,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,3,0,40,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,59,United-States,<=50K
25,State-gov,HS-grad,Never-married,Other-service,Unmarried,White,Female,1,0,35,United-States,<=50K
38,Private,Bachelors,Never-married,Protective-serv,Own-child,White,Male,2,0,40,United-States,<=50K
19,Private,10th,Never-married,Other-service,Own-child,Black,Female,6,0,7,Philippines,<=50K
39,Private,HS-grad,Married-civ-spouse,Farming-fishing,Unmarried,Black,Female,2,0,40,United-States,<=50K
56,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,3,0,35,United-States,>50K
20,Private,Bachelors,Never-married,Exec-managerial,Own-child,Black,Male,1,0,40,United-States,<=50K
59,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,88,United-States,<=50K
24,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,1,0,40,United-States,<=50K
63,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,15,0,40,United-States,<=50K
44,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,4,0,40,United-States,<=50K
28,Federal-gov,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,4,0,40,United-States,<=50K
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,62,United-States,<=50K
23,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Female,2,1850,20,United-States,<=50K
44,Local-gov,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,3,0,40,United-States,<=50K
31,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Black,Female,3,0,40,United-States,<=50K
24,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,5,0,59,United-States,<=50K
50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,40,United-States,<=50K
17,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Wife,Black,Male,1,0,49,United-States,<=50K
59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,40,Mexico,<=50K
53,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,7522,0,40,United-States,>50K
27,Private,Some-college,Married-civ-spouse,Protective-serv,Wife,Black,Female,7,0,40,United-States,>50K
50,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,50,United-States,<=50K
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,61,United-States,<=50K
43,Federal-gov,Assoc-acdm,Never-married,Protective-serv,Other-relative,Black,Male,1,0,40,United-States,<=50K
30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,4,0,12,United-States,<=50K
25,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,3,0,40,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,40,Mexico,<=50K
53,Self-emp-not-inc,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Male,1,0,20,United-States,<=50K
24,Self-emp-not-inc,Bachelors,Never-married,Sales,Own-child,White,Female,3,0,22,United-States,<=50K
73,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7,0,40,Philippines,<=50K
29,Local-gov,9th,Never-married,Protective-serv,Not-in-family,Black,Female,2,0,20,United-States,<=50K
29,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,3,0,40,United-States,<=50K
55,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Unmarried,White,Female,2,2069,73,United-States,<=50K
29,Private,Assoc-acdm,Separated,Sales,Unmarried,Black,Female,3,0,37,United-States,<=50K
24,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,4,0,36,United-States,<=50K
51,Self-emp-inc,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,3,0,40,United-States,<=50K
28,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,1,0,40,United-States,<=50K
21,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,2,0,40,United-States,<=50K
59,Private,11th,Widowed,Exec-managerial,Not-in-family,White,Male,4129,0,45,United-States,<=50K
40,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,1,0,47,United-States,<=50K
34,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,2,0,40,Mexico,<=50K
31,Local-gov,HS-grad,Divorced,Farming-fishing,Unmarried,White,Female,3,0,40,United-States,<=50K
62,Self-emp-inc,7th-8th,Divorced,Handlers-cleaners,Not-in-family,Black,Male,4,0,40,United-States,<=50K
21,Private,9th,Never-married,Exec-managerial,Own-child,White,Female,2751,0,35,United-States,<=50K
30,Local-gov,Some-college,Divorced,Other-service,Unmarried,Black,Female,2,0,40,United-States,<=50K
57,Local-gov,Masters,Married-civ-spouse,Protective-serv,Wife,Black,Female,3763,0,40,United-States,<=50K
27,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,2,0,18,United-States,<=50K
34,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,White,Male,3,0,28,Peru,<=50K
35,Private,Preschool,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,40,United-States,<=50K
43,Private,Assoc-acdm,Divorced,Sales,Unmarried,Black,Female,2,0,64,United-States,<=50K
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,-2,0,40,United-States,<=50K
27,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,6,0,40,United-States,<=50K
58,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,4,0,65,United-States,>50K
19,Private,9th,Widowed,Adm-clerical,Other-relative,White,Female,0,0,10,United-States,<=50K
27,State-gov,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Female,2,0,42,United-States,<=50K
57,Private,Bachelors,Separated,Sales,Not-in-family,White,Female,2,0,44,United-States,>50K
40,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,-754,0,40,United-States,<=50K
30,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,4,0,40,United-States,<=50K
50,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,0,45,United-States,<=50K
29,Private,HS-grad,Separated,Sales,Not-in-family,White,Male,5,0,59,United-States,<=50K
47,State-gov,Assoc-voc,Married-AF-spouse,Prof-specialty,Not-in-family,White,Female,3,0,40,United-States,<=50K
32,State-gov,Assoc-voc,Never-married,Prof-specialty,Unmarried,White,Female,3,0,40,United-States,<=50K
39,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,4,0,40,Mexico,<=50K
48,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,5,1742,59,United-States,<=50K
38,Private,11th,Never-married,Other-service,Unmarried,White,Male,5,0,76,United-States,<=50K
61,Local-gov,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,6,0,50,United-States,<=50K
23,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,2,0,40,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
43,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Male,4,0,40,India,<=50K
45,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,3,0,31,United-States,<=50K
67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,34,United-States,<=50K
45,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,3,0,40,United-States,<=50K
44,State-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Male,7,0,40,United-States,>50K
64,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Male,0,0,59,United-States,<=50K
58,Local-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,6,2022,70,United-States,<=50K
73,Self-emp-not-inc,Masters,Widowed,Prof-specialty,Unmarried,White,Female,3,1408,22,United-States,<=50K
22,Federal-gov,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,4,0,40,United-States,<=50K
20,Private,10th,Never-married,Sales,Own-child,White,Female,8,0,13,United-States,<=50K
41,Private,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,3,0,36,Mexico,<=50K
41,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,2,0,53,United-States,<=50K
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,7529,0,40,United-States,<=50K
24,Private,9th,Never-married,Sales,Unmarried,Black,Female,7,0,27,United-States,<=50K
30,Private,9th,Never-married,Craft-repair,Other-relative,White,Male,3,0,40,Mexico,<=50K
27,Private,7th-8th,Never-married,Prof-specialty,Other-relative,Black,Female,8,0,36,Philippines,<=50K
25,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,2,0,35,United-States,<=50K
29,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,4,0,40,United-States,<=50K
42,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,3,2199,41,United-States,<=50K
24,Private,10th,Never-married,Exec-managerial,Own-child,White,Male,-1,0,35,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,70,United-States,<=50K
25,Private,Bachelors,Never-married,Other-service,Not-in-family,Black,Female,4,0,35,United-States,<=50K
19,Private,11th,Married-spouse-absent,Sales,Own-child,Black,Female,1,0,21,United-States,<=50K
25,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,5,0,40,United-States,<=50K
28,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,4,0,18,United-States,<=50K
27,Private,Bachelors,Never-married,Sales,Not-in-family,Black,Female,5,0,20,United-States,<=50K
30,Private,Assoc-acdm,Never-married,Exec-managerial,Own-child,Black,Male,1,1777,25,Outlying-US(Guam-USVI-etc),<=50K
25,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,10,0,40,Outlying-US(Guam-USVI-etc),<=50K
22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,4,0,14,United-States,<=50K
24,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,Black,Female,3,0,84,United-States,<=50K
52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,46,United-States,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,White,Female,1,0,36,Hungary,<=50K
30,Private,HS-grad,Widowed,Other-service,Unmarried,Black,Female,3,0,17,United-States,<=50K
