age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay,two_year_recid
35,F,African-American,25 - 45,High,Male,4,0,10,0,0,0,461.26289324258346,69,1
36,F,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,-1.905293670108693,26,0
37,F,Caucasian,25 - 45,Low,Male,2,0,2,0,0,0,12.464527302985648,35,1
54,F,African-American,Greater than 45,Medium,Male,3,-1,5,0,0,0,0.5714663991023732,4851,1
22,M,Caucasian,25 - 45,Low,Male,1,0,4,0,0,0,1.259863764551754,18,0
30,F,Caucasian,25 - 45,High,Male,8,-1,8,0,1,0,0.5288903731558507,1473,1
30,F,African-American,25 - 45,High,Male,8,-1,9,0,0,0,-0.375005086241801,31,1
52,M,Caucasian,Greater than 45,Low,Male,3,-1,3,0,0,0,1.922087954516856,26,1
52,F,Caucasian,Greater than 45,Low,Male,4,0,3,0,0,0,2.4307143993178526,25,0
54,F,Caucasian,25 - 45,High,Male,23,-1,9,0,0,0,0.942980739624672,2091,1
33,F,Caucasian,25 - 45,High,Male,11,-1,10,0,0,0,-0.4316746458973812,2,0
36,M,African-American,25 - 45,Low,Male,2,-2,3,0,0,0,0.0070539462944487,11,0
35,F,Caucasian,25 - 45,Low,Male,2,-3,1,0,0,0,1.2933989699289865,25,0
23,F,Caucasian,25 - 45,High,Male,0,-1,9,0,0,0,-1.2922934324209625,38,0
51,M,African-American,25 - 45,Medium,Male,0,-1,5,0,0,0,0.302127455161348,43,1
31,F,African-American,25 - 45,Medium,Male,0,-1,5,0,0,0,1.0109805898748732,28,1
33,F,African-American,25 - 45,Medium,Male,4,0,5,0,0,0,-2.1691995201830903,41,1
29,M,Caucasian,Less than 25,High,Male,1,-1,9,0,0,0,0.8246004408241654,31,0
22,M,African-American,Less than 25,Medium,Male,0,-1,9,0,0,0,2.1107587690763943,26,0
27,F,Caucasian,25 - 45,High,Male,9,-1,10,0,0,1,-3.359704090881646,894,0
60,F,Caucasian,Greater than 45,Low,Male,3,-1,3,0,0,0,1.8047811233202973,35,1
53,F,African-American,Greater than 45,Low,Male,3,-1,4,0,0,0,1.1331116777397965,28,1
52,F,African-American,Greater than 45,Low,Male,3,-1,3,0,0,0,-0.8340429775698872,51,1
56,F,African-American,Greater than 45,Medium,Male,4,0,5,0,0,0,0.9193530505734716,35,1
33,F,African-American,25 - 45,Medium,Male,4,0,7,0,0,0,-1.12064480535566,32,0
23,F,African-American,Less than 25,Medium,Male,0,-1,7,0,0,0,0.4273088893738442,34,1
30,F,Caucasian,25 - 45,Low,Male,1,0,4,0,0,0,0.4310389340341833,131,0
21,M,African-American,Less than 25,High,Male,7,-1,9,0,2,1,0.4974017632059221,55,1
51,F,Caucasian,Greater than 45,Low,Male,4,0,1,0,0,0,1.0833347909445514,28,0
28,M,Caucasian,25 - 45,High,Male,7,-1,10,0,0,3,0.7397290425095022,44,0
36,F,African-American,25 - 45,Low,Male,0,0,3,0,0,0,0.3041883495923647,21,1
38,F,African-American,Greater than 45,Low,Male,1,-1,1,0,0,0,0.7690802811195343,152,1
33,M,Caucasian,25 - 45,Low,Male,2,-20,3,0,0,0,1268.005237166526,46,1
52,M,Caucasian,Greater than 45,Low,Male,3,0,2,0,0,0,1.4394454839823083,22,1
23,F,African-American,Less than 25,Low,Female,1,-3,3,0,0,0,0.0114248722161176,17,0
50,F,African-American,Greater than 45,Medium,Male,6,0,5,0,0,0,-3.6911919761045926,655,1
29,M,African-American,25 - 45,High,Male,1,0,9,0,0,0,-2.381057507268848,24,1
26,F,Caucasian,25 - 45,High,Male,0,-1,8,0,0,0,-1.1353760210250086,1125,0
28,F,Caucasian,25 - 45,High,Male,12,0,10,1,1,0,-2.768593879324394,45,1
37,M,Caucasian,Less than 25,Low,Male,1,-1,2,0,0,0,1.1389057991146327,31,0
27,F,African-American,25 - 45,High,Male,10,-1,9,0,1,1,1.9396696112715133,38,1
21,F,African-American,Less than 25,High,Male,1,-1,8,0,0,0,0.1874008602527701,40,1
50,M,Caucasian,Greater than 45,Low,Male,5,0,1,0,0,0,0.6486611086089921,14,0
56,F,Caucasian,Greater than 45,Low,Male,1,-28,1,0,0,0,17.54528532729659,43,0
33,M,Caucasian,25 - 45,High,Male,0,-1,8,0,0,0,1.2172105214325473,35,0
33,F,African-American,25 - 45,High,Male,14,-1,9,0,1,0,-1.70344445807773,25,1
60,F,Caucasian,Greater than 45,High,Male,0,-1,8,0,0,0,-2.196474718734846,486,0
36,F,Caucasian,Greater than 45,Low,Female,16,-1,3,0,0,0,1.0326990279607955,33,0
53,F,African-American,Greater than 45,Medium,Male,3,0,7,0,1,0,3.763050111397916,48,1
58,F,Caucasian,25 - 45,High,Male,7,-1,10,0,0,0,-0.5274276838886167,642,0
40,F,Caucasian,25 - 45,Low,Male,1,-1,1,0,0,0,0.323575365116326,-3,0
21,F,African-American,Less than 25,Medium,Male,0,-1,5,0,0,0,-0.0940583974288125,31,1
55,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,0,3.2300969302686893,3,0
25,F,Caucasian,25 - 45,Low,Male,1,-22,4,0,0,1,953.89057304983,790,0
22,F,Caucasian,Less than 25,High,Male,0,-1,4,0,0,0,0.8903299445306452,31,0
29,M,Caucasian,25 - 45,Medium,Male,3,0,5,0,0,0,0.5278702045458082,31,0
27,F,Caucasian,25 - 45,Low,Female,2,-22,4,0,0,0,7.494494161117192,33,1
36,F,Caucasian,25 - 45,Low,Male,1,-3,3,0,0,0,0.8897309264637623,19,0
28,F,Caucasian,25 - 45,High,Male,4,0,10,0,0,0,-1.4082532557747351,39,1
55,F,Caucasian,25 - 45,Low,Male,3,0,3,0,0,0,23.40057283423957,22,0
55,F,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,0,0.484945522856266,29,0
23,F,Caucasian,25 - 45,Low,Male,1,0,4,0,0,0,-0.7005458111843585,40,0
28,F,Caucasian,25 - 45,High,Male,16,-1,9,1,1,3,-0.8519534816292171,10,1
29,F,African-American,Less than 25,High,Male,3,-1,9,0,2,1,0.9998906552795892,45,1
27,F,African-American,25 - 45,High,Male,3,-1,9,0,1,0,-0.7262626097789309,13,1
51,F,Caucasian,25 - 45,Low,Male,1,-24,4,0,0,0,1174.86634344478,33,0
33,M,Caucasian,Less than 25,High,Male,3,-1,8,0,0,2,-2.4112033637656705,43,0
37,F,Caucasian,Greater than 45,Low,Male,2,0,1,0,0,0,27.572253897126096,149,0
21,F,Caucasian,Less than 25,High,Male,3,-1,9,0,2,3,0.0990964757827539,24,1
52,F,African-American,Greater than 45,Medium,Male,18,0,5,2,0,0,-0.8314052559685565,18,1
39,F,African-American,25 - 45,Low,Male,0,-1,3,0,0,0,0.3840934116409243,27,1
31,F,Caucasian,Less than 25,High,Male,0,-1,10,0,0,0,-0.7859956022847381,1331,1
36,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,0,0.8731251586313619,26,0
27,F,African-American,Less than 25,High,Male,0,-1,10,0,1,0,0.0660852708191845,22,1
22,F,African-American,25 - 45,Medium,Male,0,-1,5,1,0,0,0.1483772837238028,37,1
35,F,Caucasian,25 - 45,Low,Male,2,0,3,0,0,0,-1.0485633276820006,36,0
30,M,Caucasian,25 - 45,Low,Male,2,-23,3,0,0,0,0.8837135177009837,26,0
52,M,Caucasian,Greater than 45,Low,Male,2,0,1,0,0,0,1309.8395981805934,20,0
29,F,African-American,25 - 45,Medium,Male,18,0,5,0,0,0,1.585240593386296,4591,1
53,F,Caucasian,Greater than 45,Low,Male,4,0,2,0,0,0,1.0423057802084303,33,0
22,F,Caucasian,Less than 25,High,Male,4,-1,9,0,0,0,-0.0152725461820357,46,0
47,F,African-American,Greater than 45,Low,Female,3,0,3,0,0,0,0.8980368224878555,52,1
47,M,Caucasian,Greater than 45,Low,Female,1,0,3,0,0,0,1162.8091354681835,27,0
52,F,Caucasian,Greater than 45,Low,Male,4,0,3,0,0,0,0.6565609316469502,27,1
53,M,Caucasian,25 - 45,Medium,Male,4,0,3,0,0,0,1.334397076778475,28,0
48,F,Caucasian,Greater than 45,Low,Male,1,0,1,0,0,0,1.255957487116926,34,0
27,F,African-American,25 - 45,Medium,Male,3,0,5,0,0,0,1.445310415418971,29,1
22,F,Caucasian,Less than 25,High,Male,0,-1,10,0,0,0,-2.0791823524631976,36,0
22,F,Caucasian,Less than 25,High,Male,1,-1,5,0,0,0,-2.1031738428846776,763,0
34,F,African-American,25 - 45,Low,Male,6,0,3,0,0,2,1102.65304530665,48,1
37,M,African-American,25 - 45,Low,Male,0,0,3,0,0,0,0.0751421517095149,25,0
34,F,Caucasian,25 - 45,High,Male,7,-1,9,0,0,0,1.5552697114282144,557,1
27,F,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,-1.431330971363279,17,0
29,F,African-American,Greater than 45,Medium,Male,0,0,6,0,0,0,0.2226434075154781,23,1
55,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0,1.6924371568078636,33,0
30,F,African-American,25 - 45,Low,Female,0,-1,3,0,0,0,0.1285391667533379,11,0
54,M,African-American,25 - 45,Medium,Male,0,0,6,0,0,0,1.2228995253471806,23,1
23,F,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,0,4.001356379822192,14,0
46,F,African-American,25 - 45,Medium,Male,5,0,5,0,0,0,-0.970577437835452,851,1
25,F,African-American,Less than 25,Medium,Male,4,0,5,0,0,0,-3.83070709581478,14,1
22,F,African-American,Less than 25,High,Male,1,0,10,1,1,0,0.7246104731686085,54,1
53,F,African-American,25 - 45,Medium,Male,3,-1,5,0,0,0,-0.1760720030728,6347,1
31,F,Caucasian,Less than 25,High,Male,0,-1,8,0,0,0,-1.825903355176244,11,0
51,F,Caucasian,Greater than 45,Low,Male,2,0,1,0,0,0,1.6748733004196248,32,0
32,F,African-American,25 - 45,Low,Male,1,-15,3,0,0,0,2.02670299367912,32,1
55,F,Caucasian,Greater than 45,Low,Male,0,-1,3,0,0,0,1.7877934134000242,182,0
53,F,Caucasian,Greater than 45,Low,Male,1,0,4,0,0,0,0.5801139736704117,34,0
22,F,Caucasian,Less than 25,High,Male,0,-1,10,0,0,0,-2.325472714876205,618,0
31,M,Caucasian,Greater than 45,Low,Male,7,-3,1,0,0,0,1.7562120237199634,22,1
28,M,African-American,25 - 45,Medium,Female,0,0,5,0,0,0,-0.335692347355093,2,0
23,M,African-American,Less than 25,Low,Male,0,-1,3,0,0,0,1.3312076203971597,24,1
29,F,Caucasian,25 - 45,High,Male,16,-1,9,0,0,0,1.4734972956439407,20,1
52,M,African-American,25 - 45,Medium,Female,4,0,5,0,0,0,1.4240773181076938,30,0
27,F,Caucasian,Less than 25,High,Male,0,-1,8,0,0,0,-0.8195220989262963,2223,1
36,M,African-American,Greater than 45,Low,Male,3,0,4,0,0,0,1.4870639997701984,32,0
54,F,African-American,Greater than 45,Medium,Male,13,0,5,0,1,0,2.537021999507095,63,1
22,F,African-American,Less than 25,High,Male,3,-1,9,0,1,1,0.7316773888126598,50,1
50,F,Caucasian,Greater than 45,Medium,Male,8,0,5,0,0,0,928.6918084275932,910,1
34,F,Caucasian,Less than 25,Low,Male,1,0,2,0,0,0,1096.389296613977,26,0
55,F,Caucasian,Greater than 45,Low,Male,3,-3,1,0,0,0,-0.6852131269196717,45,0
58,M,Caucasian,25 - 45,High,Male,16,-1,10,0,0,0,0.4776145627711421,41,1
24,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,0,0.534005374814917,185,0
35,F,Caucasian,25 - 45,Low,Male,1,0,3,0,0,0,1.5820721962338944,36,1
38,F,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,0,2.1037243910046124,27,0
28,F,Caucasian,25 - 45,Low,Male,1,0,1,0,0,0,0.1584275816218707,24,0
50,F,Caucasian,Greater than 45,Low,Male,3,0,1,0,0,0,2.955696011381564,27,1
30,F,African-American,25 - 45,High,Male,0,-1,9,0,0,0,-0.8801002514682879,28,1
49,F,Caucasian,Greater than 45,Low,Male,1,-25,3,0,0,0,11.362914508975337,44,1
53,F,Caucasian,Greater than 45,Low,Male,5,0,1,0,0,0,28.083912997953377,29,0
34,F,Caucasian,25 - 45,Medium,Female,1,-18,5,0,0,0,532.337686026042,763,1
22,F,African-American,Less than 25,High,Male,0,-1,5,0,0,0,0.6255639249332747,38,0
22,F,African-American,Less than 25,Medium,Male,0,0,5,0,0,0,-0.0851835363465327,25,1
28,F,Caucasian,Less than 25,Low,Male,1,-1,4,0,0,0,1.1860418245689632,23,0
28,F,Caucasian,25 - 45,High,Male,20,-1,9,0,0,0,1616.985821595776,27,0
37,F,Caucasian,Greater than 45,Low,Male,1,0,4,0,0,0,2.002141001256029,26,0
53,F,African-American,Greater than 45,High,Male,19,-1,9,0,1,1,-1.2169184445032049,19,1
27,M,Caucasian,25 - 45,High,Male,0,-1,9,0,0,0,-0.969151094133922,25,0
29,F,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,-2.0143514439272776,1435,1
26,F,Caucasian,25 - 45,High,Male,9,-1,10,0,0,0,0.2133131565618977,29,0
53,F,African-American,25 - 45,Medium,Male,5,0,5,0,1,0,1.4034419625463954,49,1
27,F,African-American,25 - 45,Medium,Male,10,0,9,0,0,0,-3.168372819262329,23,1
45,F,African-American,Greater than 45,Low,Male,3,0,3,0,0,0,1.8833331873454024,25,1
21,F,African-American,Less than 25,Medium,Male,1,-1,5,0,0,0,-0.8332484617884492,31,1
33,F,African-American,25 - 45,Medium,Male,5,0,7,0,0,0,-1.7806268468718371,27,1
56,F,Caucasian,Greater than 45,High,Male,19,-1,10,0,0,0,-0.3377024613908945,31,0
46,F,African-American,25 - 45,Medium,Male,3,0,5,0,1,0,1331.8800079418806,2032,1
37,F,Caucasian,25 - 45,Low,Female,1,0,1,0,0,0,2.345779559544288,18,0
28,M,Caucasian,25 - 45,High,Male,10,-1,10,0,0,0,-1.1896176515431365,701,1
57,F,Caucasian,Greater than 45,Low,Male,3,-1,3,0,0,0,-0.1157952655308267,54,1
53,F,Caucasian,Greater than 45,Low,Male,4,-1,4,0,0,0,2.89055633626026,38,0
48,F,Caucasian,25 - 45,Low,Male,4,0,3,0,0,0,1390.8547376896493,33,1
51,F,Caucasian,25 - 45,High,Male,9,0,9,0,0,0,-3.3552092771325084,472,0
28,F,Caucasian,Less than 25,High,Male,1,-1,9,0,0,1,1.727450817905811,52,1
50,F,African-American,25 - 45,High,Male,0,0,9,0,0,0,-1.777440615317899,15,1
22,F,African-American,Less than 25,Medium,Male,0,0,7,0,0,0,-0.3544647567283856,25,1
52,M,African-American,Greater than 45,Medium,Male,0,0,5,0,0,0,0.7100579078306842,12,0
49,F,Caucasian,Greater than 45,Low,Male,4,0,3,0,0,0,0.0277801075490677,46,1
23,M,Caucasian,25 - 45,Low,Male,0,-1,4,0,0,0,0.1666333803655832,31,0
59,M,Caucasian,25 - 45,Low,Male,1,0,3,0,0,0,2.2743835491358,11,0
38,F,African-American,25 - 45,Low,Male,0,-1,3,0,0,0,2.8034758546132608,33,1
22,F,African-American,Less than 25,Low,Female,2,0,4,0,0,1,-0.1352383028580885,31,1
22,M,Caucasian,Less than 25,High,Male,0,-1,5,0,0,0,-2.7588557515234537,19,0
22,F,African-American,Less than 25,Medium,Male,0,0,5,0,0,0,-1.6811495501902265,38,1
25,F,Caucasian,Less than 25,High,Male,0,-1,10,2,0,0,-0.5533000910401089,30,1
38,F,Caucasian,25 - 45,High,Male,6,0,10,2,0,0,537.9212210774356,716,1
27,F,Caucasian,25 - 45,High,Male,10,-1,9,0,0,0,1.617405140768514,36,1
54,F,Caucasian,Greater than 45,Low,Male,3,-1,3,0,0,0,1.7280785616118104,48,1
35,F,African-American,25 - 45,Low,Male,1,-1,2,0,0,0,0.7112113239254908,22,0
25,F,African-American,25 - 45,Medium,Male,1,0,5,0,0,0,893.7759027800338,805,1
29,F,Caucasian,Greater than 45,High,Male,14,-1,9,0,0,0,-0.359137778352421,22,0
66,F,Caucasian,Greater than 45,Low,Male,4,0,3,0,0,0,-1.1685934788002432,45,0
23,F,Caucasian,Less than 25,High,Male,1,-1,9,0,0,2,0.029543671194159,42,0
20,F,Caucasian,Less than 25,High,Male,9,-1,10,1,0,0,-1.285783467438642,54,0
29,F,Caucasian,25 - 45,Medium,Male,1,-1,5,0,0,0,-0.5770694002149628,24,0
28,F,Caucasian,25 - 45,High,Male,6,0,10,0,0,0,-1.095805704369541,53,1
22,F,African-American,Less than 25,High,Male,1,-1,8,0,0,0,0.7006210929244099,41,1
58,F,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,0,2.144327469263574,19,0
47,F,African-American,Greater than 45,Medium,Male,3,0,5,0,0,0,2.1192059448729665,44,1
23,M,Caucasian,Less than 25,Low,Male,1,-1,4,0,0,0,1358.825361111838,23,0
54,F,Caucasian,Greater than 45,Low,Male,2,0,4,0,1,0,1.529866869774435,29,0
28,F,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,-2.390120378339847,485,0
23,F,Caucasian,Less than 25,Low,Male,0,-1,1,0,0,0,0.9299740152855976,160,0
60,F,Caucasian,Greater than 45,Low,Female,3,0,1,0,0,0,0.0557241642286865,30,0
29,M,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,-0.3243718588742941,30,0
48,F,Caucasian,Greater than 45,Medium,Male,4,0,5,0,0,0,1.7264614510770486,54,0
49,F,Caucasian,Greater than 45,Low,Male,3,0,3,0,0,0,1.5492510093309733,23,0
37,M,Caucasian,25 - 45,Low,Male,1,-1,4,0,0,0,1268.2717226860736,16,0
22,F,Caucasian,Less than 25,High,Male,3,-1,9,0,2,4,-1.1708319004038088,38,1
22,F,Caucasian,25 - 45,High,Male,15,0,10,0,0,0,-0.1983366877760199,1544,1
58,F,Caucasian,Greater than 45,Low,Male,4,0,1,0,0,0,-1.163565811252519,42,1
26,F,Caucasian,Less than 25,High,Male,1,-1,9,0,0,1,0.0932029548474444,39,0
44,F,Caucasian,Greater than 45,Low,Male,2,-24,1,0,0,0,15.844906848762104,37,1
30,F,Caucasian,25 - 45,High,Male,11,-1,9,0,2,3,-0.3861058440044298,23,0
48,F,African-American,Greater than 45,Medium,Male,7,0,5,0,0,0,0.4737882667986925,40,1
29,F,Caucasian,25 - 45,High,Male,15,0,10,1,2,2,1.812595484178372,55,1
23,F,African-American,25 - 45,Low,Female,2,0,3,0,0,0,-0.2403048465251258,29,1
36,M,Caucasian,25 - 45,Low,Female,3,-3,2,0,0,0,1.2449307972150208,6,0
52,F,Caucasian,Greater than 45,Low,Male,1,0,1,0,0,0,1.6379313457081932,30,0
30,F,Caucasian,25 - 45,High,Male,16,-1,9,0,1,0,-1.4796853434077055,25,1
38,M,Caucasian,Greater than 45,Low,Female,0,-1,2,0,0,0,3.398483359397935,4,0
58,F,Caucasian,Greater than 45,High,Male,7,-1,9,1,2,0,2.6043932892084785,35,0
22,F,African-American,Less than 25,Medium,Male,0,-1,5,0,0,0,0.2935333837979196,27,1
46,F,Caucasian,25 - 45,Medium,Male,1,0,5,0,0,0,722.4120808865155,888,1
27,F,African-American,25 - 45,High,Male,0,-1,9,0,0,0,-0.3191235076251113,23,1
60,F,Caucasian,25 - 45,High,Male,0,-1,9,0,0,0,0.4303072470795328,17,0
27,M,African-American,25 - 45,Low,Female,6,0,3,0,0,0,1355.3422833422355,17,0
26,F,Caucasian,Less than 25,High,Male,0,-1,10,0,0,0,-1.5794172227677412,12,0
35,M,Caucasian,25 - 45,Low,Male,1,0,1,0,0,0,0.904566085381762,32,0
22,F,Caucasian,Less than 25,Medium,Male,1,0,5,0,0,0,0.1202906879723599,226,0
23,M,African-American,Less than 25,Low,Male,0,-1,3,0,0,0,0.8038794188722793,17,1
36,F,Caucasian,25 - 45,Low,Male,1,0,3,0,0,0,1.8781544719464949,225,1
54,F,African-American,Greater than 45,Medium,Male,15,0,5,0,0,0,3.444051208307598,61,1
37,M,Caucasian,25 - 45,Low,Male,1,0,2,0,0,0,2.036482979311367,-1,0
51,F,Caucasian,Greater than 45,High,Male,4,0,9,0,0,0,-0.0188535850982376,1771,1
27,F,African-American,25 - 45,Low,Male,3,-21,4,0,1,0,16.803579305660694,635,1
36,F,Caucasian,25 - 45,Low,Male,1,-1,4,0,0,0,0.9610235722205952,21,1
34,M,African-American,25 - 45,High,Male,0,-1,10,0,0,0,-4.155943955228864,21,1
23,M,African-American,Less than 25,Low,Female,0,-3,3,0,0,0,0.3007795964406266,99,0
35,F,Caucasian,25 - 45,Low,Male,0,0,1,0,0,0,0.9933810136308848,25,0
21,F,Caucasian,25 - 45,Medium,Male,3,0,5,0,0,0,588.8909948296059,48,0
33,F,African-American,25 - 45,High,Male,5,0,10,0,0,0,-2.001103614816282,35,1
51,F,African-American,Greater than 45,Medium,Male,3,-1,3,0,0,0,0.8500711314845539,41,1
47,F,Caucasian,25 - 45,Low,Male,1,0,3,0,1,0,1.577341348945334,47,1
22,M,Caucasian,Less than 25,Low,Male,2,-3,1,0,0,0,1.710652717624777,28,0
22,M,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,0,0.5986888432221026,14,0
53,F,Caucasian,Greater than 45,Low,Male,1,-1,3,0,0,0,0.994005081544201,33,0
58,F,Caucasian,Greater than 45,Low,Female,0,-4,1,0,0,0,-0.0874628000910222,47,0
29,F,Caucasian,25 - 45,High,Male,6,-1,8,0,0,1,2.115837285089569,49,1
22,F,Caucasian,25 - 45,Low,Male,1,0,3,0,0,0,0.4706394738739345,33,1
23,F,Caucasian,25 - 45,High,Male,13,-1,3,0,0,0,2.093943174744998,55,0
58,F,Caucasian,Greater than 45,Low,Male,1,-1,4,0,0,0,0.9726588515025648,27,0
